"names","Formula","aicc","k","logL","delta.aic"
"model1464","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + private:maori","752.139415140514","9","-366.444707570257","16.6017294810592"
"model1621","Surv(Erad_Time, Event) ~ Buffer + landing + public + private + privNumb + maoriNumb","752.161489698082","12","-362.974361870318","16.6238040386273"
"model1385","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maoriNumb","752.188497947654","10","-365.325018204596","16.6508122881989"
"model1623","Surv(Erad_Time, Event) ~ Buffer + landing + public + maori + privNumb + maoriNumb","752.196906233141","12","-362.992070137847","16.659220573686"
"model1860","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + maori + maoriNumb + private:maori","752.222454864747","12","-363.00484445365","16.6847692052921"
"model1134","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + maori + public:maori","752.223834657174","9","-366.486917328587","16.6861489977193"
"model653","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + maori + public:maori","752.225549922532","8","-367.616223237128","16.6878642630768"
"model1024","Surv(Erad_Time, Event) ~ Buffer + landing + maori + privNumb + maoriNumb","752.242018939374","11","-364.191432004899","16.7043332799196"
"model144","Surv(Erad_Time, Event) ~ SS + Buffer + maoriNumb","752.245730327946","7","-368.739303520137","16.708044668491"
"model708","Surv(Erad_Time, Event) ~ dist + Buffer + landing + privNumb + maoriNumb","752.250049388399","11","-364.195447229411","16.7123637289438"
"model965","Surv(Erad_Time, Event) ~ SS + Buffer + private + maori + maoriNumb","752.265096294059","9","-366.507548147029","16.7274106346041"
"model1064","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + maori","752.281708556953","8","-367.644302554338","16.7440228974978"
"model2214","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","752.295534781013","18","-355.614434057173","16.757849121558"
"model1241","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + private + privNumb","752.303260134691","10","-365.382399298115","16.7655744752366"
"model771","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private","752.326516500569","7","-368.779696606449","16.7888308411137"
"model659","Surv(Erad_Time, Event) ~ dist + SS + Buffer + private + maoriNumb","752.34579112203","9","-366.547895561015","16.8081054625752"
"model1251","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + privNumb","752.36259604951","10","-365.412067255524","16.8249103900549"
"model1381","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + privNumb","752.364100578946","10","-365.412819520242","16.8264149194912"
"model481","Surv(Erad_Time, Event) ~ Buffer + landing + public + privNumb","752.380565800718","8","-367.693731176221","16.8428801412629"
"model1255","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + maori + privNumb","752.40470285586","10","-365.433120658699","16.8670171964054"
"model954","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + privNumb","752.405820825272","9","-366.577910412636","16.868135165817"
"model2352","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","752.410946459086","19","-354.369652334021","16.8732607996316"
"model1143","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + maori + privNumb","752.412152191217","10","-365.436845326378","16.8744665317621"
"model1847","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + private + maori + privNumb + private:maori","752.422363578644","12","-363.104798810599","16.884677919189"
"model2233","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + private + maori + maoriNumb + public:maori","752.427166204269","13","-361.913583102135","16.8894805448144"
"model1472","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + maori + privNumb","752.427815598794","10","-365.444677030166","16.8901299393397"
"model1929","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + maori + privNumb + area:privNumb + public:maori","752.439359951848","15","-359.480549541141","16.9016742923933"
"model1387","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + maori + privNumb","752.450453468428","10","-365.455995964983","16.9127678089735"
"model1136","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + privNumb + area:privNumb","752.457271898237","13","-361.928635949118","16.9195862387818"
"model1794","Surv(Erad_Time, Event) ~ dist + area + Buffer + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","752.501814675993","17","-357.000907337996","16.9641290165379"
"model2100","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + maori + privNumb + area:privNumb + public:maori","752.502590283585","16","-358.265893681939","16.9649046241302"
"model1246","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + maori","752.511820034993","8","-367.759358293359","16.9741343755385"
"model1665","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + maori + privNumb","752.54463032494","11","-364.342737697681","17.0069446654849"
"model1580","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + maoriNumb + public:private","752.55022594815","11","-364.345535509286","17.0125402886953"
"model1587","Surv(Erad_Time, Event) ~ SS + Buffer + public + maori + privNumb + maoriNumb + public:maori","752.550230162597","13","-361.975115081298","17.0125445031422"
"model1080","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + maori + privNumb","752.552777505985","10","-365.507157983762","17.0150918465299"
"model1936","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + private + maori + privNumb + private:maori","752.563841586577","12","-363.175537814565","17.0261559271222"
"model1935","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + private + maori + privNumb + area:privNumb","752.586484253072","14","-360.78245075963","17.0487985936174"
"model952","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + private:maori","752.599874709451","8","-367.803385630587","17.0621890499957"
"model2071","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + privNumb + maoriNumb","752.639440294936","13","-362.019720147468","17.1017546354809"
"model427","Surv(Erad_Time, Event) ~ SS + Buffer + landing + private","752.648901100283","6","-370.038736264427","17.1112154408278"
"model1866","Surv(Erad_Time, Event) ~ dist + SS + Buffer + private + maori + privNumb + maoriNumb","752.65175691079","13","-362.025878455395","17.1140712513347"
"model2056","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + privNumb + public:private","752.662823824737","12","-363.225028933645","17.1251381652822"
"model1625","Surv(Erad_Time, Event) ~ Buffer + landing + private + maori + privNumb + maoriNumb","752.670967855959","12","-363.229100949256","17.1332821965038"
"model582","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private","752.707516036015","7","-368.970196374172","17.1698303765604"
"model835","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + public:private","752.711880267771","8","-367.859388409748","17.1741946083162"
"model1463","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + public:maori","752.737200862743","9","-366.743600431371","17.199515203288"
"model963","Surv(Erad_Time, Event) ~ SS + Buffer + private + maori + privNumb","752.745694759606","9","-366.747847379803","17.2080091001516"
"model2057","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + privNumb + public:maori","752.802098139701","12","-363.294666091127","17.2644124802462"
"model2241","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + private + maori + privNumb + maoriNumb + private:maori","752.804600854276","15","-359.663169992355","17.2669151948212"
"model2212","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","752.807499129876","18","-355.870416231605","17.2698134704216"
"model2231","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + private + maori + maoriNumb","752.807751024754","12","-363.297492533654","17.2700653652996"
"model1742","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + private:maori","752.817778917116","10","-365.639658689327","17.2800932576613"
"model1581","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + maori + maoriNumb + public:maori","752.827020273914","11","-364.483932672168","17.289334614459"
"model1320","Surv(Erad_Time, Event) ~ dist + Buffer + landing + private + privNumb + maoriNumb","752.854867407881","12","-363.321050725217","17.3171817484266"
"model1619","Surv(Erad_Time, Event) ~ Buffer + landing + public + private + maori + maoriNumb + private:maori","752.857210381666","11","-364.499027726044","17.3195247222111"
"model1585","Surv(Erad_Time, Event) ~ SS + Buffer + public + private + privNumb + maoriNumb + public:private","752.875063716368","13","-362.137531858184","17.3373780569133"
"model1068","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private","752.89186209389","8","-367.949379322807","17.3541764344354"
"model2058","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + privNumb + private:maori","752.896878532452","12","-363.342056287503","17.3591928729975"
"model1462","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + public:private","752.910447068666","9","-366.830223534333","17.3727614092112"
"model1315","Surv(Erad_Time, Event) ~ dist + Buffer + landing + public + privNumb + maoriNumb","752.910521868071","12","-363.348877955312","17.3728362086161"
"model1379","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + private:maori","752.917385403629","9","-366.833692701815","17.3796997441743"
"model1862","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + privNumb + maoriNumb","752.924057306811","13","-362.162028653406","17.3863716473564"
"model436","Surv(Erad_Time, Event) ~ SS + Buffer + public + maoriNumb","752.941201276622","8","-367.974048914173","17.4035156171672"
"model364","Surv(Erad_Time, Event) ~ area + Buffer + public + private + public:private","752.997626778761","7","-369.115251745545","17.4599411193066"
"model1153","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + privNumb","753.018766891354","10","-365.740152676446","17.4810812318988"
"model509","Surv(Erad_Time, Event) ~ Buffer + maori + privNumb + maoriNumb","753.021337968884","10","-365.741438215211","17.4836523094289"
"model847","Surv(Erad_Time, Event) ~ area + Buffer + landing + maori + privNumb + area:privNumb","753.028144031173","12","-363.407689036863","17.4904583717181"
"model2107","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + private + maori + privNumb + private:maori","753.028246639376","13","-362.214123319688","17.4905609799214"
"model1480","Surv(Erad_Time, Event) ~ area + Buffer + landing + private + maori + privNumb","753.035345496233","10","-365.748441978886","17.4976598367783"
"model2141","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","753.035709657738","18","-355.984521495535","17.4980239982829"
"model2325","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + area:privNumb + public:private","753.037136192371","17","-357.268568096186","17.4994505329162"
"model484","Surv(Erad_Time, Event) ~ Buffer + landing + private + maori + private:maori","753.045734100485","7","-369.139305406407","17.5080484410306"
"model1589","Surv(Erad_Time, Event) ~ SS + Buffer + private + maori + privNumb + maoriNumb + private:maori","753.080342102362","13","-362.240171051181","17.5426564429075"
"model854","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + private:maori","753.099605557944","8","-368.053251054834","17.5619198984891"
"model862","Surv(Erad_Time, Event) ~ area + Buffer + public + maori + privNumb","753.131782042964","9","-366.940891021482","17.5940963835095"
"model1063","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + private","753.172115973216","8","-368.08950626247","17.6344303137607"
"model1137","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + maoriNumb","753.193277806922","10","-365.82740813423","17.6555921474668"
"model837","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + maori + public:maori","753.20054376021","8","-368.103720155967","17.6628581007552"
"model503","Surv(Erad_Time, Event) ~ Buffer + public + privNumb + maoriNumb","753.219812268512","10","-365.840675365025","17.6821266090568"
"model585","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + maori + public:maori","753.224608554637","8","-368.115752553181","17.6869228951826"
"model2106","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + private + maori + privNumb + area:privNumb","753.244944784396","15","-359.883341957415","17.7072591249409"
"model1148","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori","753.250720844969","8","-368.128808698347","17.7130351855141"
"model1319","Surv(Erad_Time, Event) ~ dist + Buffer + landing + private + maori + maoriNumb + private:maori","753.254620282988","11","-364.697732676705","17.7169346235327"
"model1750","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + maori + privNumb","753.266602876349","11","-364.703723973386","17.7289172168938"
"model293","Surv(Erad_Time, Event) ~ dist + Buffer + privNumb + maoriNumb","753.27301176443","10","-365.867275112984","17.7353261049749"
